Parent Type,Parent ID,Asset ID,Asset Name,Asset Description,Asset Function,Asset Make,Asset Model,Asset Part Number,Asset Serial Number,Security Zone,Asset Firmware,Redundant Asset Pair ID (If Applicable),Connected SCADA Server,Asset Contact Person,Asset Parent ID,Comments
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_NF_PLC,North Filters (Tertiary),,PLC,S7 300,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_SUB_PLC,Substation,,PLC,Twido,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_CSCREEN_PLC,Coasrse Screens,,PLC,Twido,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_FSCREEN,Fine Screens,,PLC,M221,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ILP,Inlet Lift Pumping,,PLC,Twido,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_AGP,Aerated Grit Trape,,PLC,M221,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_D_PLC1,Drayers PLC 1 (Huber),,PLC,S7 300,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_D_PLC2,Drayers PLC 2 (Huber),,PLC,S7 300,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_D_PLC3,Drayers PLC 3 (Huber),,PLC,S7 300,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_D_PLC4,Drayers PLC 4 (Huber),,PLC,S7 300,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_POPMP_PLC,Polymer Pump,,PLC,Twido,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_PPST,Primary Pumps Station,,PLC,M221,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_TBABO5_PLC,Turbo Blower AB05 ,,PLC,M340 ,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_TBABO5_HMI,,,HMI,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_TBABO6_PLC,Turbo Blower AB06,,PLC,M340 ,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_TBABO6_HMI,,,HMI,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_TBABO7_PLC,Turbo Blower AB07,,PLC,M340 ,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_TBABO7_HMI,,,HMI,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_TBABO8_PLC,Turbo Blower AB08,,PLC,M340 ,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_TBABO8_HMI,,,HMI,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_TBABO9_PLC,Turbo Blower AB09,,PLC,M340 ,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_TBABO9_HMI,,,HMI,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_FG3,Flowmeters Gateway 3 (North Backwash),,FM,FM,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_FG4,Flowemeters Gateway 4 (South Inlet & South Backwash),,FM,EGX150,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_FG5,Flowemeters Gateway 5 (South Tertiary Outlet and Secondary Outlet),,FM,EGX150,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_SC2F,South inlet C2 flowmeter,,FM,FM,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ADMAF,Adam Module for Agri. FM's,,Adam,Adam,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF1,East Tertiary IO point Filter 1,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF2,East Tertiary IO point Filter 2,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF3,East Tertiary IO point Filter 3,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF4,East Tertiary IO point Filter 4,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF5,East Tertiary IO point Filter 5,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF6,East Tertiary IO point Filter 6,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF7,East Tertiary IO point Filter 7,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF8,East Tertiary IO point Filter 8,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF9,East Tertiary IO point Filter 9,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF10,East Tertiary IO point Filter 10,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF11,East Tertiary IO point Filter 11,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF12,East Tertiary IO point Filter 12,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF13,East Tertiary IO point Filter 13,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF14,East Tertiary IO point Filter 14,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF15,East Tertiary IO point Filter 15,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF16,East Tertiary IO point Filter 16,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF17,East Tertiary IO point Filter 17,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF18,East Tertiary IO point Filter 18,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF19,East Tertiary IO point Filter 19,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETF20,East Tertiary IO point Filter 20,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETBWP,East Tertiary IO point BW Pumps,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETBWTP,East Tertiary IO point BW Transfer Pumps,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETAB,East Tertiary IO point Air Blowers,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ETPF,East Tertiary IO point Flowmeters,,RIO,AB RIO,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_AT_PLC1,AREATION TANK1 PLC,,PLC,M340,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_AT_PLC2,AREATION TANK2 PLC,,PLC,M340,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_AT_PLC3,AREATION TANK3 PLC,,PLC,M340,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_AT_PLC4,AREATION TANK4 PLC,,PLC,M340,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_C1_PLC,Clarifier 1 PLC,,PLC,M340,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_C2_PLC,Clarifier 2 PLC,,PLC,M340,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_IP_PLC,Intermediate pump PLC,,PLC,M340,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_EM_PLCP,EAST MAIN PLC,,PLC,M580,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_EM_PLCS,EAST MAIN PLC Secondary,,PLC,S7 300,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_DSCADAALARAB,Decanters SCADA (Alarrab),,PLC,WinCC,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ADECANA_PLC,Arrab decanter A,,PLC,ET200,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ADECANB_PLC,Arrab decanter B,,PLC,ET200,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ADECANC_PLC,Arrab decanter C,,PLC,ET200,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ADECAND_PLC,Arrab decanter D,,PLC,ET200,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ADECANA_HMI,Arrab decanter A HMI,,HMI,Siemens,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ADECANB_HMI,Arrab decanter B HMI,,HMI,Siemens,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ADECANC_HMI,Arrab decanter C HMI,,HMI,Siemens,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_ADECAND_HMI,Arrab decanter D HMI,,HMI,Siemens,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_DSILO_PLC,Drayers Silo PLC (HUBER),,PLC,M340,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_DSILO_HMI,Drayers Silo HMI (HUBER),,HMI ,HMI ,,,,,,,,,,
SubSite,RD_SHM-WTP_NASREIH,RD_SHM-WTP_NASREIH_SCL,NASREIH_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_SHM-WTP_ILAISHA,RD_SHM-WTP_ILAISHA_SCL,ILAISHA_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_SHM-WTP_HIJAZ-2,RD_SHM-WTP_HIJAZ·2_SCL,HIJAZ·2_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_SHM-WTP_HIJAZ1,RD_SHM-WTP_HIJAZ-1_SCL,HIJAZ-1_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_SHM-WTP_SALBOUKH-4,RD_SHM-WTP_SALBOUKH-4_SCL,SALBOUKH-4_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_SHM-WTP_SALB0UKH  3,RD_SHM-WTP_SAL80UKH  3_SCL,SAL80UKH  3_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_SHM-WTP_SALBOUKH-2,RD_SHM-WTP_SALBOUKH-2_SCL,SALBOUKH-2_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_SHM-WTP_SALBOUKH·l,RD_SHM-WTP_SALBOUKH·l_SCL,SALBOUKH·l_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_SHM-WTP_NIMAR GADIEH3,RD_SHM-WTP_NIMAR GADIEH3_SCL,NIMAR GADIEH3_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_SHM-WTP_NIMAR GAOIEH l,RD_SHM-WTP_NIMAR GAOIEH l_SCL,NIMAR GAOIEH l_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_SHM-WTP_NIMAR GAOIEH2,RD_SHM-WTP_NIMAR GAOIEH2_SCL,NIMAR GAOIEH2_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_SHM-WTP_SALBOUKH -6,RD_SHM-WTP_SALBOUKH -6_SCL,SALBOUKH -6_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,JD_FAS_DZ_NK_EP1,JD_FAS_DZ_NK_EP1,JD_FAS_DZ_NK_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NK_EP3,JD_FAS_DZ_NK_EP3,JD_FAS_DZ_NK_EP3,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NK_EP4,JD_FAS_DZ_NK_EP4,JD_FAS_DZ_NK_EP4,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NA_EP1,JD_FAS_DZ_NA_EP1,JD_FAS_DZ_NA_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_M3_EP1,JD_FAS_DZ_M3_EP1,JD_FAS_DZ_M3_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NL_EP1,JD_FAS_DZ_NL_EP1,JD_FAS_DZ_NL_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NL_EP2,JD_FAS_DZ_NL_EP2,JD_FAS_DZ_NL_EP2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NE_EP1,JD_FAS_DZ_NE_EP1,JD_FAS_DZ_NE_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NJ_EP1,JD_FAS_DZ_NJ_EP1,JD_FAS_DZ_NJ_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NO_EP2,JD_FAS_DZ_NO_EP2,JD_FAS_DZ_NO_EP2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NI_EP2,JD_FAS_DZ_NI_EP2,JD_FAS_DZ_NI_EP2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NN_EP1,JD_FAS_DZ_NN_EP1,JD_FAS_DZ_NN_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NN_EP3,JD_FAS_DZ_NN_EP3,JD_FAS_DZ_NN_EP3,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NR_EP1,JD_FAS_DZ_NR_EP1,JD_FAS_DZ_NR_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NR_EP2,JD_FAS_DZ_NR_EP2,JD_FAS_DZ_NR_EP2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_MA_EP1,JD_FAS_DZ_MA_EP1,JD_FAS_DZ_MA_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_MH_EP1,JD_FAS_DZ_MH_EP1,JD_FAS_DZ_MH_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_HA_EP1,JD_FAS_DZ_HA_EP1,JD_FAS_DZ_HA_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_HB_EP1,JD_FAS_DZ_HB_EP1,JD_FAS_DZ_HB_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_HB_EP2,JD_FAS_DZ_HB_EP2,JD_FAS_DZ_HB_EP2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_HF3_EP1,JD_FAS_DZ_HF3_EP1,JD_FAS_DZ_HF3_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_MM_EP1,JD_FAS_DZ_MM_EP1,JD_FAS_DZ_MM_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_MO_EP2,JD_FAS_DZ_MO_EP2,JD_FAS_DZ_MO_EP2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NM_EP1,JD_FAS_DZ_NM_EP1,JD_FAS_DZ_NM_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NM_EP2,JD_FAS_DZ_NM_EP2,JD_FAS_DZ_NM_EP2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NP_EP1,JD_FAS_DZ_NP_EP1,JD_FAS_DZ_NP_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NP_EP2,JD_FAS_DZ_NP_EP2,JD_FAS_DZ_NP_EP2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NP_EP3,JD_FAS_DZ_NP_EP3,JD_FAS_DZ_NP_EP3,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NF_EP1,JD_FAS_DZ_NF_EP1,JD_FAS_DZ_NF_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NF_EP2,JD_FAS_DZ_NF_EP2,JD_FAS_DZ_NF_EP2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NF_EP3,JD_FAS_DZ_NF_EP3,JD_FAS_DZ_NF_EP3,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NQ_EP2,JD_FAS_DZ_NQ_EP2,JD_FAS_DZ_NQ_EP2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_MT_EP1,JD_FAS_DZ_MT_EP1,JD_FAS_DZ_MT_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_MT_EP2,JD_FAS_DZ_MT_EP2,JD_FAS_DZ_MT_EP2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_HD_EP3,JD_FAS_DZ_HD_EP3,JD_FAS_DZ_HD_EP3,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_MP_EP1,JD_FAS_DZ_MP_EP1,JD_FAS_DZ_MP_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_MP_EP2,JD_FAS_DZ_MP_EP2,JD_FAS_DZ_MP_EP2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_MU_EP1,JD_FAS_DZ_MU_EP1,JD_FAS_DZ_MU_EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NG_EP2,JD_FAS_DZ_NG_EP2,JD_FAS_DZ_NG_EP2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_N33_PT150,JD_FAS_N33_PT150,JD_FAS_N33_PT150,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_N37_PT183,JD_FAS_N37_PT183,JD_FAS_N37_PT183,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_N40_PT5,JD_FAS_N40_PT5,JD_FAS_N40_PT5,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_ALKHOMRA_FS,JD_FAS_ALKHOMRA_FS,JD_FAS_ALKHOMRA_FS,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_S_Obhur-1,JD_FAS_S_Obhur-1,JD_FAS_S_Obhur-1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_S_Obhur-2,JD_FAS_S_Obhur-2,JD_FAS_S_Obhur-2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_P3_Pipeline,JD_FAS_P3_Pipeline,JD_FAS_P3_Pipeline,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_P2_Pipeline,JD_FAS_P2_Pipeline,JD_FAS_P2_Pipeline,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_GRN1,JD_FAS_GRN1,JD_FAS_GRN1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_800_High_North,JD_FAS_800_High_North,JD_FAS_800_High_North,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_Old_Makkah_Road,JD_FAS_Old_Makkah_Road,JD_FAS_Old_Makkah_Road,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_South_Qwizah,JD_FAS_South_Qwizah,JD_FAS_South_Qwizah,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NB-EP1,JD_FAS_DZ_NB-EP1,JD_FAS_DZ_NB-EP1,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,JD_FAS_DZ_NB_EP2,JD_FAS_DZ_NB_EP2,JD_FAS_DZ_NB_EP2,,RTU,Sofrel,AS50,,,,,,,,,
SubSite,TF_ST_GDOW,TF_ST_GDOW_RTU,TF_ST_GDOW_RTU,GDOW SITE RTU,RTU,Allen Bradly,MicroLogix 1400,,,,,,,,,
SubSite,TF_ST_S1760,TF_ST_S1760_RTU,TF_ST_S1760_RTU,SITE 1760 RTU,RTU,Allen Bradly,MicroLogix 1400,,,,,,,,,
SubSite,TF_ST_AH,TF_ST_AH_RTU,TF_ST_AH_RTU,AL-HALAGA RTU,RTU,Allen Bradly,MicroLogix 1400,,,,,,,,,
SubSite,TF_ST_S1790,TF_ST_S1790_RTU,TF_ST_S1790_RTU,SITE 1790 RTU,RTU,Allen Bradly,MicroLogix 1400,,,,,,,,,
SubSite,TF_ST_QW,TF_ST_QW_RTU,TF_ST_QW_RTU,QURWA RTU,RTU,Allen Bradly,MicroLogix 1400,,,,,,,,,
Site,PS5,MA_PS5_RTU26,RTU26,Konkari Pump RTU,RTU,Sofrel,,,,Z_MA_PS5_RTU,,,,,,
Site,PS5,MA_PS5_RTU28,RTU28,Kudai Pump RTU,RTU,Sofrel,,,,Z_MA_PS5_RTU,,,,,,
Site,PS5,MA_PS5_RTU27,RTU27,Talaat Al-Wazzan Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU30,RTU30,Nakasa Pump RTU,RTU,Sofrel,,,,Z_MA_PS5_RTU,,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU29,RTU29,Baladiya Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU31,RTU31,Mansourieh Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU32,RTU32,Umul Adab Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU33,RTU33,Harat Homs Pump RTU,RTU,Sofrel,,,,Z_MA_PS5_RTU,,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU34,RTU34,Al Adwani Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU35,RTU35,Tandbawi Pump RTU,RTU,Sofrel,,,,Z_MA_PS5_RTU,,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU36,RTU36,Abu Shaddin Pump RTU,RTU,Sofrel,,,,Z_MA_PS5_RTU,,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU93,RTU93,Rea Bakhch Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU38,RTU38,Khalidiya Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU39,RTU39,Russeifa Pump 1 RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU40,RTU40,Rusaifa Pump 2 RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU41,RTU41,Pump Mount Raven RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU42,RTU42,Pump Umm Al-Qura RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU43,RTU43,Mansour Bridge Pump RTU,RTU logger - Pressure sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU45,RTU45,Hindawi Pump 2 RTU,RTU logger - Pressure sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU46,RTU46,Motan Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU47,RTU47,Al-Ghazawi Pump RTU,RTU logger - Pressure sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU48,RTU48,Aldiyafa Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU49,RTU49,Zahir Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU50,RTU50,Malaqiya-Vertical Pump RTU,RTU logger - Pressure sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU51,RTU51,Hajj Street Pump - Vertical Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU52,RTU52,Al Radwan Pump - Vertical Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU73,RTU73,Hart Sayif Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU75,RTU75,Bin Omar Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU72,RTU72,Wady Basham Pump RTU,RTU-Pressure Sensor,Sofrel,AS30,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU76,RTU76,Al Ashraf Pump RTU,RTU,Sofrel,,,,Z_MA_PS5_RTU,,,MAKKAH_NWC FR4000,,,
Site,PS5,MA_PS5_RTU16,RTU16,Kawashek Small RTU,RTU - Level sensor Tanks,Sofrel,AS50,,,Z_MA_PS5_RTU,V6.30.11.11,,MAKKAH_NWC FR4000,,,
